Timestamp (UTC), Latitude, Longitude, Display Radius (Meters), Source, Device Tag, Platform, WiFi Results
2019-06-27T14:00:42.000Z,39.2667629,-107.0979864,8.576,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:43.000Z,39.2667398,-107.097961,6.636,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:45.000Z,39.266697,-107.0979413,4.875,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:47.000Z,39.2666886,-107.0979515,3.92,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:48.000Z,39.2666817,-107.0979624,3.714,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:49.000Z,39.2666756,-107.0979759,3.308,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:50.000Z,39.2666791,-107.0979898,3.102,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:52.000Z,39.2666697,-107.09801,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:53.000Z,39.2666645,-107.0980175,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:55.000Z,39.2666588,-107.0980233,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:56.000Z,39.2666582,-107.0980227,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:57.000Z,39.2666568,-107.09802,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:00:59.000Z,39.2666499,-107.0980178,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:01.000Z,39.266644,-107.0980171,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:03.000Z,39.2666389,-107.0980247,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:05.000Z,39.2666306,-107.0980329,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:07.000Z,39.2666259,-107.098023,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:08.000Z,39.2666227,-107.0980192,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:10.000Z,39.2666178,-107.0980121,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:12.000Z,39.2666158,-107.0980055,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:13.000Z,39.2666145,-107.0980037,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:15.000Z,39.2666116,-107.0980038,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:16.000Z,39.2665999,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:18.000Z,39.2665947,-107.0980011,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:20.000Z,39.2666002,-107.0980032,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:21.000Z,39.2666018,-107.0980038,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:23.000Z,39.2666038,-107.0980045,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:25.000Z,39.2666049,-107.0980049,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:27.000Z,39.2665988,-107.0979975,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:28.000Z,39.2666008,-107.0979997,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:30.000Z,39.2666034,-107.0980023,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:32.000Z,39.2666047,-107.0980036,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:34.000Z,39.2666053,-107.0980043,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:35.000Z,39.2666056,-107.0980045,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:37.000Z,39.2666058,-107.0980048,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:38.000Z,39.2666039,-107.0979987,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:40.000Z,39.266605,-107.098002,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:41.000Z,39.2666055,-107.0980033,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:43.000Z,39.2666059,-107.0980043,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:45.000Z,39.266606,-107.0980047,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:47.000Z,39.266606,-107.0980049,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:49.000Z,39.266606,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:50.000Z,39.266606,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:52.000Z,39.2666061,-107.0980051,3.03,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:53.000Z,39.266606,-107.0980051,3.078,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:54.000Z,39.266606,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:56.000Z,39.266606,-107.0980052,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:57.000Z,39.266606,-107.0980052,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:58.000Z,39.266606,-107.0980053,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:01:59.000Z,39.266606,-107.0980053,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:01.000Z,39.266606,-107.0980054,3.206,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:02.000Z,39.266606,-107.0980054,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:03.000Z,39.266606,-107.0980054,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:05.000Z,39.266606,-107.0980054,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:07.000Z,39.266606,-107.0980054,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:09.000Z,39.266606,-107.0980053,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:10.000Z,39.266606,-107.0980053,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:11.000Z,39.266606,-107.0980052,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:13.000Z,39.2666061,-107.0980052,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:15.000Z,39.2666061,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:16.000Z,39.2666061,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:18.000Z,39.2666088,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:19.000Z,39.2666122,-107.0980034,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:20.000Z,39.26661,-107.098004,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:22.000Z,39.2666073,-107.0980048,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:24.000Z,39.2666066,-107.098005,3.082,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:25.000Z,39.2666065,-107.098005,3.005,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:27.000Z,39.2666063,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:29.000Z,39.2666063,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:30.000Z,39.2666062,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:32.000Z,39.2666062,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:33.000Z,39.2666062,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:35.000Z,39.2666062,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:36.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:38.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:39.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:40.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:42.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:44.000Z,39.2666061,-107.098005,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:46.000Z,39.2666061,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:47.000Z,39.2666061,-107.0980051,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:49.000Z,39.2666061,-107.0980051,3.021,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:52.039Z,39.2666061,-107.0980053,8.576,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:54.000Z,39.2666061,-107.0980007,7.123,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:02:55.000Z,39.2666061,-107.0980025,6.433,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:18.000Z,39.2691037,-107.0978529,16.079,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:19.000Z,39.2691452,-107.0978706,10.473,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:20.000Z,39.2691965,-107.09783,8.333,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:21.000Z,39.2692293,-107.0978107,6.547,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:23.000Z,39.2692568,-107.0977852,4.848,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:25.000Z,39.2692581,-107.0977637,4.358,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:26.000Z,39.2692546,-107.097755,4.236,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:27.000Z,39.2692388,-107.0977334,3.912,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:29.000Z,39.2691994,-107.0976932,3.142,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:31.000Z,39.269186,-107.0976868,3.212,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:32.000Z,39.2691815,-107.0976843,3.235,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:33.000Z,39.2691804,-107.0976835,3.405,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:35.000Z,39.2691798,-107.0976816,3.636,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:36.000Z,39.2691768,-107.097682,3.532,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:37.000Z,39.2691655,-107.0976798,3.635,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:39.000Z,39.2691279,-107.0976731,3.777,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:41.000Z,39.2691064,-107.0976728,3.859,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:43.000Z,39.2690954,-107.0976734,4.05,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:45.766Z,39.2690545,-107.097651,5.36,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:48.000Z,39.2690452,-107.0976391,4.516,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:49.000Z,39.2690416,-107.097634,4.054,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:50.000Z,39.2690391,-107.0976301,3.459,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:52.000Z,39.269038,-107.0976277,3.196,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:53.000Z,39.2690378,-107.0976272,3.223,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:55.000Z,39.2690376,-107.0976265,3.257,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:56.000Z,39.2690377,-107.0976264,3.268,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:15:58.000Z,39.269038,-107.0976265,3.654,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:00.000Z,39.2690381,-107.0976265,3.921,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:01.000Z,39.269038,-107.0976264,4.08,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:02.000Z,39.269038,-107.0976263,4.208,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:03.000Z,39.2690379,-107.0976262,4.309,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:05.000Z,39.2690377,-107.0976259,4.131,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:07.000Z,39.2690413,-107.0976204,4.224,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:09.000Z,39.2690394,-107.0976229,4.211,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:16:11.000Z,39.2690383,-107.0976242,4.084,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:20.579Z,39.2719577,-107.0940331,16.079,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:23.000Z,39.2719583,-107.0940116,3.835,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:25.000Z,39.2719477,-107.0939916,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:26.000Z,39.2719465,-107.0939917,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:27.000Z,39.2719463,-107.093993,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:29.000Z,39.2719449,-107.0939936,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:30.000Z,39.2719474,-107.0939897,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:32.000Z,39.2719461,-107.0939881,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:33.000Z,39.2719431,-107.0939884,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:34.000Z,39.2719462,-107.0939856,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:35.000Z,39.2719427,-107.0939829,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:36.000Z,39.2719411,-107.0939806,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:38.000Z,39.2719438,-107.0939792,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:39.000Z,39.2719469,-107.0939807,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:40.000Z,39.2719488,-107.0939813,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:42.000Z,39.2719518,-107.0939833,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:43.000Z,39.2719544,-107.0939858,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:44.000Z,39.271956,-107.093987,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:46.000Z,39.2719575,-107.0939893,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:47.000Z,39.2719584,-107.0939922,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:48.000Z,39.271959,-107.0939938,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:32:50.000Z,39.2719619,-107.093993,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:42.000Z,39.27296,-107.09051,9.648,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:43.000Z,39.2729761,-107.0905315,8.016,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:45.000Z,39.2730056,-107.0905717,5.101,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:47.000Z,39.2730344,-107.0906069,3.365,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:49.000Z,39.2730439,-107.0906136,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:50.000Z,39.2730462,-107.0906164,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:52.000Z,39.2730491,-107.0906174,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:54.000Z,39.2730535,-107.0906173,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:55.000Z,39.2730574,-107.0906202,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:56.000Z,39.2730629,-107.0906214,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:57.000Z,39.2730674,-107.0906271,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:37:59.000Z,39.2730733,-107.0906238,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:01.000Z,39.2730735,-107.0906152,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:02.000Z,39.273072,-107.0906203,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:04.000Z,39.2730697,-107.0906278,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:05.000Z,39.2730689,-107.0906306,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:07.000Z,39.2730679,-107.0906329,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:08.000Z,39.273068,-107.0906345,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:10.000Z,39.2730689,-107.09063,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:12.000Z,39.273068,-107.0906335,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:13.000Z,39.2730674,-107.0906344,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:15.000Z,39.2730705,-107.0906302,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:17.000Z,39.2730685,-107.0906325,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:18.000Z,39.2730679,-107.0906332,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:20.000Z,39.2730672,-107.0906341,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:21.000Z,39.273067,-107.0906344,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:23.000Z,39.2730667,-107.0906347,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:24.000Z,39.2730667,-107.0906349,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:25.000Z,39.2730752,-107.0906288,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:26.000Z,39.2730752,-107.0906285,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:28.000Z,39.2730737,-107.0906374,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:29.000Z,39.2730761,-107.0906427,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:31.000Z,39.2730633,-107.090684,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:33.000Z,39.2730539,-107.0907184,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:34.000Z,39.2730516,-107.0907299,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:36.000Z,39.2730499,-107.0907507,3.068,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:38.000Z,39.2730485,-107.0907733,3.218,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:39.000Z,39.2730459,-107.0907921,3.241,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:41.000Z,39.2730355,-107.0908318,3.328,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:43.000Z,39.2730131,-107.0908665,3.215,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:45.000Z,39.2729855,-107.0908958,3.036,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:47.000Z,39.2729641,-107.0909151,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:48.000Z,39.2729549,-107.0909233,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:50.000Z,39.2729365,-107.0909418,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:51.000Z,39.2729258,-107.0909528,3.02,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:53.000Z,39.2729106,-107.0909722,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:54.000Z,39.2729054,-107.0909808,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:56.000Z,39.2728961,-107.0909952,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:57.000Z,39.272892,-107.0910012,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:38:59.000Z,39.2728874,-107.0910097,3.217,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:01.000Z,39.2728863,-107.0910068,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:02.000Z,39.2728861,-107.0910047,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:04.000Z,39.2728848,-107.0910029,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:05.000Z,39.2728845,-107.0910024,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:07.000Z,39.2728838,-107.0909999,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:09.000Z,39.2728828,-107.0909982,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:10.000Z,39.2728826,-107.090998,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
2019-06-27T14:39:12.000Z,39.2728823,-107.0909977,3.0,fused,02:00:00:00:00:00,android/Google/Pixel 2,
